"GEO_ID","NAME","GEO_ID_F","NAICS2017","INDLEVEL","NAICS2017_LABEL","SUBSECTOR","SECTOR","NAICS2017_F","INDGROUP","SEX","SEX_LABEL","ETH_GROUP","ETH_GROUP_LABEL","RACE_GROUP","RACE_GROUP_LABEL","VET_GROUP","VET_GROUP_LABEL","EMPSZFI","EMPSZFI_LABEL","YEAR","FIRMPDEMP","RCPPDEMP","EMP","PAYANN","FIRMPDEMP_S","RCPPDEMP_S","EMP_S","PAYANN_S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","002","Veteran","641","Firms with 20 to 49 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","002","Veteran","642","Firms with 50 to 99 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","002","Veteran","651","Firms with 100 to 249 employees","2018","54","U","7248","375458","53.3","S","47.8","25.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","002","Veteran","652","Firms with 250 to 499 employees","2018","11","T","3320","376927","30.9","S","24.7","19.8"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","002","Veteran","657","Firms with 500 employees or more","2018","20","W","18019","1214456","15.7","S","2.8","2.8"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","002","Veteran","611","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","002","Veteran","612","Firms with 1 to 4 employees","2018","79","L","114","4028","36.7","S","30.8","31.3"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","002","Veteran","620","Firms with 5 to 9 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","002","Veteran","630","Firms with 10 to 19 employees","2018","6","K","86","3848","81.3","S","68.4","58.9"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","002","Veteran","641","Firms with 20 to 49 employees","2018","S","S","250 to 499 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","002","Veteran","642","Firms with 50 to 99 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","002","Veteran","651","Firms with 100 to 249 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","002","Veteran","652","Firms with 250 to 499 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","50","American Indian and Alaska Native","002","Veteran","611","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","50","American Indian and Alaska Native","002","Veteran","612","Firms with 1 to 4 employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","50","American Indian and Alaska Native","002","Veteran","620","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","50","American Indian and Alaska Native","002","Veteran","630","Firms with 10 to 19 employees","2018","10","K","100","2873","92.1","S","91.2","35.5"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","50","American Indian and Alaska Native","002","Veteran","641","Firms with 20 to 49 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","50","American Indian and Alaska Native","002","Veteran","642","Firms with 50 to 99 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","60","Asian","002","Veteran","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","60","Asian","002","Veteran","612","Firms with 1 to 4 employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","60","Asian","002","Veteran","620","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","60","Asian","002","Veteran","630","Firms with 10 to 19 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","60","Asian","002","Veteran","641","Firms with 20 to 49 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","60","Asian","002","Veteran","642","Firms with 50 to 99 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","002","Veteran","612","Firms with 1 to 4 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","002","Veteran","611","Firms with no employees","2018","10","I","0","475","40.1","S","0.0","92.4"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","002","Veteran","612","Firms with 1 to 4 employees","2018","102","L","143","5196","32.8","S","27.0","25.3"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","002","Veteran","620","Firms with 5 to 9 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","002","Veteran","630","Firms with 10 to 19 employees","2018","S","S","250 to 499 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","002","Veteran","641","Firms with 20 to 49 employees","2018","14","O","520","43849","35.8","S","40.2","50.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","002","Veteran","642","Firms with 50 to 99 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","002","Veteran","651","Firms with 100 to 249 employees","2018","7","O","864","52266","22.9","S","0.2","1.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","002","Veteran","652","Firms with 250 to 499 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","002","Veteran","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","002","Veteran","612","Firms with 1 to 4 employees","2018","8","B","9","343","79.9","S","77.4","50.6"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","002","Veteran","620","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","002","Veteran","630","Firms with 10 to 19 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","002","Veteran","641","Firms with 20 to 49 employees","2018","2","L","86","7130","80.3","S","3.4","5.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","002","Veteran","642","Firms with 50 to 99 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","002","Veteran","611","Firms with no employees","2018","410","R","0","31789","23.0","S","0.0","11.6"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","002","Veteran","612","Firms with 1 to 4 employees","2018","1818","T","3951","165907","16.9","S","20.2","24.6"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","002","Veteran","620","Firms with 5 to 9 employees","2018","584","T","4276","257472","23.3","S","26.5","36.2"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","002","Veteran","630","Firms with 10 to 19 employees","2018","499","U","6626","384675","24.0","S","25.4","39.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","002","Veteran","641","Firms with 20 to 49 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","002","Veteran","642","Firms with 50 to 99 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","002","Veteran","651","Firms with 100 to 249 employees","2018","47","T","6532","329044","61.2","S","53.0","28.5"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","002","Veteran","652","Firms with 250 to 499 employees","2018","11","T","3320","376927","30.9","S","24.7","19.8"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","002","Veteran","657","Firms with 500 employees or more","2018","20","W","18019","1214456","15.7","S","2.8","2.8"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","611","Firms with no employees","2018","216","M","0","22330","19.9","S","0.0","29.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","829","R","1727","71723","21.0","S","23.4","23.4"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","237","R","1536","66711","29.8","S","27.0","34.3"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","630","Firms with 10 to 19 employees","2018","140","R","1639","84390","43.0","S","38.1","65.3"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","641","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","642","Firms with 50 to 99 employees","2018","3","O","230","19624","53.5","S","1.0","0.2"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","651","Firms with 100 to 249 employees","2018","7","R","1351","63926","75.6","S","72.1","41.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","652","Firms with 250 to 499 employees","2018","2","O","930","35850","80.3","S","0.8","0.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","657","Firms with 500 employees or more","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","003","Equally veteran/nonveteran","611","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","003","Male","001","Total","00","Total","003","Equally veteran/nonveteran","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","003","Male","001","Total","00","Total","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","S","S","250 to 499 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","003","Male","001","Total","00","Total","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","S","S","250 to 499 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","003","Male","001","Total","00","Total","003","Equally veteran/nonveteran","630","Firms with 10 to 19 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","003","Male","001","Total","00","Total","003","Equally veteran/nonveteran","641","Firms with 20 to 49 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","003","Male","001","Total","00","Total","003","Equally veteran/nonveteran","642","Firms with 50 to 99 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","003","Male","001","Total","00","Total","003","Equally veteran/nonveteran","651","Firms with 100 to 249 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","003","Male","001","Total","00","Total","003","Equally veteran/nonveteran","652","Firms with 250 to 499 employees","2018","2","O","930","35850","80.3","S","0.8","0.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","611","Firms with no employees","2018","137","M","0","14896","13.3","S","0.0","27.3"
"0100000US","United States","null","51","2","Information","null","51","null","null","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","608","R","1233","46754","25.5","S","29.5","30.6"
"0100000US","United States","null","51","2","Information","null","51","null","null","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","174","R","1115","49030","35.8","S","31.3","40.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","630","Firms with 10 to 19 employees","2018","63","O","796","35676","40.5","S","39.5","48.2"
"0100000US","United States","null","51","2","Information","null","51","null","null","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","641","Firms with 20 to 49 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","642","Firms with 50 to 99 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","651","Firms with 100 to 249 employees","2018","2","O","464","26944","80.3","S","3.7","4.6"
"0100000US","United States","null","51","2","Information","null","51","null","null","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","657","Firms with 500 employees or more","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","020","Hispanic","00","Total","003","Equally veteran/nonveteran","611","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","020","Hispanic","00","Total","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","020","Hispanic","00","Total","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","020","Hispanic","00","Total","003","Equally veteran/nonveteran","641","Firms with 20 to 49 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","003","Equally veteran/nonveteran","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","003","Equally veteran/nonveteran","630","Firms with 10 to 19 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","611","Firms with no employees","2018","190","M","0","18872","23.6","S","0.0","27.5"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","813","R","1692","71085","20.9","S","23.3","23.4"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","235","R","1521","66189","30.1","S","27.3","34.5"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","630","Firms with 10 to 19 employees","2018","138","R","1617","83556","44.3","S","39.2","66.3"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","641","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","642","Firms with 50 to 99 employees","2018","3","O","230","19624","53.5","S","1.0","0.2"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","651","Firms with 100 to 249 employees","2018","7","R","1351","63926","75.6","S","72.1","41.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","652","Firms with 250 to 499 employees","2018","2","O","930","35850","80.3","S","0.8","0.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","657","Firms with 500 employees or more","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","611","Firms with no employees","2018","213","M","0","22293","20.2","S","0.0","29.2"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","819","R","1714","71208","21.5","S","23.7","23.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","233","R","1505","65960","30.7","S","28.0","35.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","630","Firms with 10 to 19 employees","2018","137","R","1582","82264","44.0","S","39.5","67.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","641","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","642","Firms with 50 to 99 employees","2018","3","O","230","19624","53.5","S","1.0","0.2"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","651","Firms with 100 to 249 employees","2018","7","R","1351","63926","75.6","S","72.1","41.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","652","Firms with 250 to 499 employees","2018","2","O","930","35850","80.3","S","0.8","0.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","657","Firms with 500 employees or more","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","3","B","6","166","61.5","S","63.8","7.9"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","40","Black or African American","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","50","American Indian and Alaska Native","003","Equally veteran/nonveteran","611","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","60","Asian","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","003","Equally veteran/nonveteran","611","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","90","Minority","003","Equally veteran/nonveteran","641","Firms with 20 to 49 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","30","K","44","1071","46.3","S","39.7","30.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","630","Firms with 10 to 19 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","611","Firms with no employees","2018","183","M","0","18744","24.5","S","0.0","27.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","612","Firms with 1 to 4 employees","2018","790","R","1665","70274","21.0","S","23.4","23.8"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","620","Firms with 5 to 9 employees","2018","231","R","1490","65438","31.0","S","28.3","35.2"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","630","Firms with 10 to 19 employees","2018","125","R","1450","79472","48.6","S","43.3","70.2"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","641","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","642","Firms with 50 to 99 employees","2018","3","O","230","19624","53.5","S","1.0","0.2"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","651","Firms with 100 to 249 employees","2018","7","R","1351","63926","75.6","S","72.1","41.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","652","Firms with 250 to 499 employees","2018","2","O","930","35850","80.3","S","0.8","0.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","657","Firms with 500 employees or more","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","004","Nonveteran","611","Firms with no employees","2018","12485","W","0","1538468","3.6","S","0.0","9.5"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","004","Nonveteran","612","Firms with 1 to 4 employees","2018","32710","W","61538","3854613","2.7","S","2.4","7.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","004","Nonveteran","620","Firms with 5 to 9 employees","2018","9088","W","59733","3416856","6.7","S","6.2","9.6"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","004","Nonveteran","630","Firms with 10 to 19 employees","2018","6078","W","81479","5294372","8.9","S","8.2","16.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","004","Nonveteran","641","Firms with 20 to 49 employees","2018","4026","W","119302","7946490","6.6","S","6.7","9.1"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","004","Nonveteran","642","Firms with 50 to 99 employees","2018","1603","W","108420","9195759","14.4","S","16.6","23.3"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","004","Nonveteran","651","Firms with 100 to 249 employees","2018","1229","W","159391","12821227","7.3","S","11.4","15.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","004","Nonveteran","652","Firms with 250 to 499 employees","2018","S","S","50,000 to 99,999 employees","S","S","S","S","S"
"0100000US","United States","null","51","2","Information","null","51","null","null","001","Total","001","Total","00","Total","004","Nonveteran","657","Firms with 500 employees or more","2018","284","W","343637","37328242","16.5","S","2.0","1.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","004","Nonveteran","611","Firms with no employees","2018","2281","T","0","201100","10.7","S","0.0","21.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","004","Nonveteran","612","Firms with 1 to 4 employees","2018","5460","U","10139","488539","7.6","S","8.4","12.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","004","Nonveteran","620","Firms with 5 to 9 employees","2018","1467","U","9654","485698","11.8","S","11.5","14.6"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","004","Nonveteran","630","Firms with 10 to 19 employees","2018","809","U","10608","514055","14.6","S","14.1","15.0"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","004","Nonveteran","641","Firms with 20 to 49 employees","2018","514","U","15548","987884","17.8","S","20.6","24.4"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","004","Nonveteran","642","Firms with 50 to 99 employees","2018","182","U","12509","864502","34.5","S","35.4","41.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","004","Nonveteran","651","Firms with 100 to 249 employees","2018","140","U","16719","1045611","32.2","S","17.9","12.7"
"0100000US","United States","null","51","2","Information","null","51","null","null","002","Female","001","Total","00","Total","004","Nonveteran","652","Firms with 250 to 499 employees","2018","29","U","7141","466328","36.3","S","33.1","33.3"
