"GEO_ID","GEO_ID_F","NAME","NAICS2017","NAICS2017_LABEL","SECTOR","INDLEVEL","NAICS2017_F","SUBSECTOR","INDGROUP","SEX","SEX_LABEL","ETH_GROUP","ETH_GROUP_LABEL","RACE_GROUP","RACE_GROUP_LABEL","VET_GROUP","VET_GROUP_LABEL","RCPSZFI","RCPSZFI_LABEL","QDESC","QDESC_LABEL","BUSCHAR","BUSCHAR_LABEL","YEAR","FIRMPDEMP","FIRMPDEMP_PCT","RCPPDEMP","RCPPDEMP_PCT","EMP","EMP_PCT","PAYANN","PAYANN_PCT","FIRMPDEMP_S","FIRMPDEMP_PCT_S","RCPPDEMP_S","RCPPDEMP_PCT_S","EMP_S","EMP_PCT_S","PAYANN_S","PAYANN_PCT_S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","518","Firms with sales/receipts of $5,000 to $9,999","B14","CUST","IF","Total reporting","2018","1079","100.0","7350","100.0","793","100.0","28498","100.0","12.8","0.0","11.6","0.0","31.8","0.0","33.3","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","518","Firms with sales/receipts of $5,000 to $9,999","B14","CUST","IG","Item not reported","2018","483","X","3234","X","390","X","4446","X","27.7","X","26.5","X","45.7","X","78.7","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","A1","All firms","2018","7879","X","133170","X","7717","X","148408","X","11.6","X","12.5","X","25.0","X","31.6","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IB","Federal government","2018","S","S","S","S","20 to 99 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","S","S","S","S","20 to 99 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","1132","44.8","19804","45.4","944","47.5","17098","58.0","16.3","5.1","17.8","5.7","17.3","6.2","22.1","10.5"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","ID02","Other organizations","2018","163","6.4","3137","7.2","69","3.5","1142","3.9","46.1","3.0","48.5","3.4","52.1","2.1","44.3","1.6"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IE","Individuals","2018","1641","64.9","28631","65.6","1313","66.2","14235","48.3","13.2","4.0","12.8","4.6","17.6","7.0","23.7","10.6"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IF","Total reporting","2018","2528","100.0","43659","100.0","1984","100.0","29496","100.0","12.5","0.0","12.1","0.0","16.9","0.0","12.6","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IG","Item not reported","2018","1004","X","17899","X","675","X","6188","X","18.6","X","18.5","X","23.4","X","30.1","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","A1","All firms","2018","15096","X","562066","X","23388","X","1351777","X","4.8","X","5.0","X","54.3","X","132.4","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IB","Federal government","2018","131","2.4","4518","2.2","54","0.9","488","0.6","46.4","1.1","47.1","1.0","73.7","0.7","53.0","0.3"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","S","S","S","S","100 to 249 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","2576","46.9","98735","47.5","2583","44.3","34563","45.3","10.2","4.6","11.1","4.8","11.1","5.3","9.7","6.4"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","ID02","Other organizations","2018","115","2.1","4837","2.3","101","1.7","2004","2.6","49.9","1.0","49.3","1.2","57.8","1.0","58.2","1.5"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IE","Individuals","2018","3398","61.9","128526","61.9","4020","68.9","49908","65.3","8.0","3.8","7.6","3.8","12.3","4.4","13.9","4.8"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IF","Total reporting","2018","5487","100.0","207653","100.0","5837","100.0","76382","100.0","3.1","0.0","3.0","0.0","7.2","0.0","8.3","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IG","Item not reported","2018","1796","X","65836","X","1743","X","29834","X","12.9","X","13.1","X","14.6","X","18.5","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","A1","All firms","2018","31360","X","2347820","X","40819","X","772063","X","5.0","X","4.8","X","9.6","X","7.3","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","IB","Federal government","2018","420","3.4","28513","3.1","581","3.2","11484","3.6","20.3","0.7","20.8","0.6","32.9","1.2","29.2","1.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","853","6.8","67460","7.2","1648","9.1","26615","8.3","16.6","1.2","17.8","1.4","25.8","1.9","15.0","1.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","5387","43.1","406240","43.5","7160","39.7","132409","41.4","10.0","2.8","10.0","2.9","14.1","3.2","12.2","4.4"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","ID02","Other organizations","2018","572","4.6","42159","4.5","1308","7.2","17726","5.5","16.2","0.7","18.0","0.7","44.0","2.9","26.3","1.3"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","IE","Individuals","2018","8431","67.5","632164","67.6","12385","68.6","203234","63.6","5.1","2.5","5.4","2.5","9.4","4.7","8.8","3.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","IF","Total reporting","2018","12491","100.0","934829","100.0","18050","100.0","319799","100.0","5.5","0.0","5.8","0.0","10.5","0.0","7.9","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","IG","Item not reported","2018","3668","X","273792","X","4308","X","77706","X","11.9","X","12.2","X","16.3","X","14.6","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","523","Firms with sales/receipts of $100,000 to $249,999","B14","CUST","A1","All firms","2018","72267","X","12089569","X","129403","X","3377308","X","3.3","X","3.6","X","4.1","X","5.6","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","523","Firms with sales/receipts of $100,000 to $249,999","B14","CUST","IB","Federal government","2018","1191","3.7","198398","3.7","2567","4.3","65624","4.1","17.4","0.6","16.2","0.6","18.3","0.8","17.2","0.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","523","Firms with sales/receipts of $100,000 to $249,999","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","1981","6.2","336224","6.2","3695","6.2","109583","6.8","9.1","0.5","9.8","0.6","11.1","0.7","12.8","0.9"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","523","Firms with sales/receipts of $100,000 to $249,999","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","12401","38.5","2085139","38.7","19287","32.4","679032","42.2","2.6","1.4","3.1","1.5","5.2","2.1","5.0","2.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","523","Firms with sales/receipts of $100,000 to $249,999","B14","CUST","ID02","Other organizations","2018","1256","3.9","218337","4.1","2363","4.0","63426","3.9","17.1","0.7","16.1","0.7","26.3","1.0","15.8","0.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","523","Firms with sales/receipts of $100,000 to $249,999","B14","CUST","IE","Individuals","2018","22977","71.4","3834402","71.2","45802","76.9","1062647","66.1","3.7","1.6","3.3","1.6","7.4","1.9","4.1","1.5"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","523","Firms with sales/receipts of $100,000 to $249,999","B14","CUST","IF","Total reporting","2018","32189","100.0","5387292","100.0","59536","100.0","1607182","100.0","2.0","0.0","2.0","0.0","5.5","0.0","3.0","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","523","Firms with sales/receipts of $100,000 to $249,999","B14","CUST","IG","Item not reported","2018","7806","X","1280784","X","15801","X","353232","X","7.7","X","7.5","X","14.0","X","10.2","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","525","Firms with sales/receipts of $250,000 to $499,999","B14","CUST","A1","All firms","2018","67023","X","24114614","X","224809","X","6959901","X","2.6","X","2.4","X","3.2","X","4.3","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","525","Firms with sales/receipts of $250,000 to $499,999","B14","CUST","IB","Federal government","2018","974","3.2","358828","3.2","2953","2.8","135151","3.9","13.7","0.4","14.2","0.4","19.6","0.5","13.9","0.5"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","525","Firms with sales/receipts of $250,000 to $499,999","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","2533","8.2","903515","8.2","8147","7.7","274309","7.8","9.1","0.7","9.2","0.6","14.9","1.1","10.2","0.8"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","525","Firms with sales/receipts of $250,000 to $499,999","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","11842","38.5","4188235","37.9","36575","34.6","1464718","41.8","6.6","2.2","6.5","2.1","7.8","2.7","8.2","2.6"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","525","Firms with sales/receipts of $250,000 to $499,999","B14","CUST","ID02","Other organizations","2018","1578","5.1","549009","5.0","4551","4.3","175045","5.0","10.3","0.5","10.4","0.5","14.9","0.6","14.2","0.6"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","525","Firms with sales/receipts of $250,000 to $499,999","B14","CUST","IE","Individuals","2018","22691","73.8","8218765","74.3","81069","76.7","2448841","69.8","2.8","1.3","3.0","1.2","2.5","1.4","3.0","2.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","525","Firms with sales/receipts of $250,000 to $499,999","B14","CUST","IF","Total reporting","2018","30753","100.0","11055790","100.0","105698","100.0","3508110","100.0","2.4","0.0","2.5","0.0","2.2","0.0","3.2","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","525","Firms with sales/receipts of $250,000 to $499,999","B14","CUST","IG","Item not reported","2018","6401","X","2325611","X","20083","X","622648","X","6.3","X","6.9","X","8.6","X","7.2","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","531","Firms with sales/receipts of $500,000 to $999,999","B14","CUST","A1","All firms","2018","53923","X","38412176","X","324740","X","11239937","X","3.2","X","3.3","X","5.7","X","5.4","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","531","Firms with sales/receipts of $500,000 to $999,999","B14","CUST","IB","Federal government","2018","1101","4.5","769148","4.4","5881","4.0","266162","4.9","13.7","0.6","13.2","0.6","17.7","0.7","16.2","0.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","531","Firms with sales/receipts of $500,000 to $999,999","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","2213","9.1","1623955","9.3","14353","9.8","590310","10.9","11.4","1.0","11.4","1.0","14.9","1.4","10.8","1.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","531","Firms with sales/receipts of $500,000 to $999,999","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","10232","42.3","7411686","42.5","53288","36.2","2346267","43.2","5.1","2.1","5.8","2.3","6.2","2.6","6.8","2.5"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","531","Firms with sales/receipts of $500,000 to $999,999","B14","CUST","ID02","Other organizations","2018","1367","5.6","999156","5.7","8099","5.5","338411","6.2","18.1","1.0","18.4","1.1","15.2","0.9","17.3","1.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","531","Firms with sales/receipts of $500,000 to $999,999","B14","CUST","IE","Individuals","2018","17637","72.8","12613011","72.4","113923","77.4","3876797","71.4","4.1","1.9","3.9","2.0","6.6","2.3","5.7","2.4"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","531","Firms with sales/receipts of $500,000 to $999,999","B14","CUST","IF","Total reporting","2018","24216","100.0","17432821","100.0","147172","100.0","5432159","100.0","2.6","0.0","2.4","0.0","4.1","0.0","3.9","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","531","Firms with sales/receipts of $500,000 to $999,999","B14","CUST","IG","Item not reported","2018","4688","X","3259122","X","26466","X","970642","X","7.6","X","7.5","X","8.2","X","7.8","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","532","Firms with sales/receipts of $1,000,000 or more","B14","CUST","A1","All firms","2018","84454","X","870015817","X","3098032","X","153554881","X","2.8","X","16.7","X","4.2","X","4.1","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","532","Firms with sales/receipts of $1,000,000 or more","B14","CUST","IB","Federal government","2018","3410","8.9","28366058","11.6","90400","9.8","6026672","13.3","4.9","0.6","24.2","2.9","9.8","1.5","9.2","1.3"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","532","Firms with sales/receipts of $1,000,000 or more","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","5610","14.7","50635278","20.7","154882","16.8","8857981","19.6","6.7","1.0","26.7","4.9","14.4","2.2","18.2","3.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","532","Firms with sales/receipts of $1,000,000 or more","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","21373","56.1","160139371","65.4","533677","57.9","28794275","63.7","5.2","1.4","13.0","4.9","9.4","2.5","8.1","2.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","532","Firms with sales/receipts of $1,000,000 or more","B14","CUST","ID02","Other organizations","2018","1984","5.2","9407918","3.8","41235","4.5","1949072","4.3","6.8","0.4","13.7","0.9","11.1","0.6","10.3","0.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","532","Firms with sales/receipts of $1,000,000 or more","B14","CUST","IE","Individuals","2018","21217","55.7","96826632","39.5","467459","50.7","17680344","39.1","3.2","1.5","5.5","3.8","10.7","3.9","4.5","3.3"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","532","Firms with sales/receipts of $1,000,000 or more","B14","CUST","IF","Total reporting","2018","38120","100.0","244884724","100.0","922000","100.0","45222109","100.0","3.3","0.0","8.3","0.0","7.9","0.0","5.8","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","002","Veteran","532","Firms with sales/receipts of $1,000,000 or more","B14","CUST","IG","Item not reported","2018","5679","X","18543294","X","96978","X","3888794","X","5.4","X","11.4","X","12.5","X","11.6","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","511","Firms with sales/receipts of less than $5,000","B14","CUST","A1","All firms","2018","1045","X","2284","X","1705","X","56157","X","30.9","X","28.3","X","44.7","X","38.7","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","511","Firms with sales/receipts of less than $5,000","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","S","S","S","S","0 to 19 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","511","Firms with sales/receipts of less than $5,000","B14","CUST","IE","Individuals","2018","291","93.9","631","93.5","530","96.6","10240","96.7","41.6","5.6","43.9","5.8","60.8","4.8","66.5","6.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","511","Firms with sales/receipts of less than $5,000","B14","CUST","IF","Total reporting","2018","310","100.0","675","100.0","548","100.0","10587","100.0","38.0","0.0","40.1","0.0","58.2","0.0","63.9","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","511","Firms with sales/receipts of less than $5,000","B14","CUST","IG","Item not reported","2018","S","S","S","S","100 to 249 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","518","Firms with sales/receipts of $5,000 to $9,999","B14","CUST","A1","All firms","2018","1249","X","8351","X","798","X","12803","X","24.4","X","23.7","X","48.4","X","46.8","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","518","Firms with sales/receipts of $5,000 to $9,999","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","211","44.0","1393","44.1","48","17.7","531","22.9","34.7","19.3","34.7","19.7","64.5","22.4","41.7","40.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","518","Firms with sales/receipts of $5,000 to $9,999","B14","CUST","IE","Individuals","2018","340","70.8","2155","68.3","257","94.2","1900","81.9","40.3","14.5","41.7","16.3","55.8","8.5","77.5","33.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","518","Firms with sales/receipts of $5,000 to $9,999","B14","CUST","IF","Total reporting","2018","480","100.0","3155","100.0","273","100.0","2319","100.0","28.8","0.0","29.9","0.0","51.8","0.0","61.9","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","518","Firms with sales/receipts of $5,000 to $9,999","B14","CUST","IG","Item not reported","2018","158","X","1152","X","150","X","4244","X","31.7","X","32.5","X","44.0","X","83.8","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","A1","All firms","2018","3503","X","57800","X","2898","X","36356","X","12.2","X","13.0","X","24.9","X","27.4","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IB","Federal government","2018","S","S","S","S","0 to 19 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","D","D","D","D","0 to 19 employees","D","D","D","D","D","D","D","D","D","D","D"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","550","43.0","10063","47.7","347","27.5","3463","30.0","20.8","6.2","20.5","5.9","35.3","9.2","32.4","6.3"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","ID02","Other organizations","2018","S","S","S","S","0 to 19 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IE","Individuals","2018","729","57.0","11363","53.8","920","72.9","8184","70.8","20.1","4.4","21.2","3.9","40.6","9.4","47.9","6.4"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IF","Total reporting","2018","1280","100.0","21109","100.0","1263","100.0","11560","100.0","16.6","0.0","18.6","0.0","34.3","0.0","42.6","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","519","Firms with sales/receipts of $10,000 to $24,999","B14","CUST","IG","Item not reported","2018","473","X","8236","X","308","X","2608","X","24.2","X","22.1","X","36.5","X","26.5","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","A1","All firms","2018","5924","X","220990","X","6851","X","113694","X","8.5","X","9.6","X","23.2","X","38.4","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IB","Federal government","2018","D","D","D","D","100 to 249 employees","D","D","D","D","D","D","D","D","D","D","D"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","114","5.8","4038","5.6","272","9.7","3933","9.9","37.0","2.2","35.9","2.0","53.3","4.6","40.4","4.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","ID01","Other businesses, including distributors of your product(s)","2018","741","37.8","27724","38.7","697","24.9","10569","26.6","12.1","5.0","13.9","5.3","23.2","7.2","21.1","10.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","ID02","Other organizations","2018","S","S","S","S","20 to 99 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IE","Individuals","2018","1395","71.2","50773","70.9","2273","81.1","30776","77.3","13.7","4.7","14.0","4.9","25.6","5.8","46.5","12.8"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IF","Total reporting","2018","1960","100.0","71632","100.0","2802","100.0","39803","100.0","11.1","0.0","11.3","0.0","21.9","0.0","36.2","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","521","Firms with sales/receipts of $25,000 to $49,999","B14","CUST","IG","Item not reported","2018","672","X","24982","X","1086","X","33048","X","20.5","X","21.2","X","38.0","X","73.1","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","A1","All firms","2018","12087","X","892846","X","15346","X","258994","X","3.6","X","3.7","X","6.6","X","5.9","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","IB","Federal government","2018","S","S","S","S","20 to 99 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","001","Total","00","Total","003","Equally veteran/nonveteran","522","Firms with sales/receipts of $50,000 to $99,999","B14","CUST","IC","State and local government, including school districts, transportation authorities, etc.","2018","343","7.3","25091","7.2","308","5.2","6322","6.2","31.3","2.1","31.6","2.0","45.0","2.4","43.9","2.6"
